article_title,article_summary,article_url,date_published
International Arms Dealers Charged with Conspiring to Unlawfully Export Weapons and Ammunition from the United States to Sudan and Iraq,"An indictment was unsealed yesterday charging Syria national Mohamad Deiry and Lebanese national Samer Rayya, both principals of an Iraq-based arms company, Black Shield Ltd., with conspiring to export munitions from the United States to Sudan and Iraq without the necessary licenses and approvals, in violation of the Arms Export Control Act.",https://www.justice.gov//opa/pr/international-arms-dealers-charged-conspiring-unlawfully-export-weapons-and-ammunition,2024-04-16
Doctor Sentenced for Unlawful Distribution of Oxycodone,A New Jersey doctor was sentenced today to two years in prison and barred from practicing medicine for unlawfully distributing addictive opioids without performing necessary patient assessments.,https://www.justice.gov//opa/pr/doctor-sentenced-unlawful-distribution-oxycodone,2024-04-16
Former Private Prisoner Transport Officer Sentenced for Federal Civil Rights Offenses for Sexually Assaulting Multiple Female Pretrial Detainees,"A former private prisoner transport officer, Marquet Johnson, 45, was sentenced to 30 years in prison and five years of supervised release and required to register as a sex offender under the Federal Sex Offender Registration and Notification Act for violating the civil rights of multiple female pretrial detainees by sexually assaulting them during prisoner transports.",https://www.justice.gov//opa/pr/former-private-prisoner-transport-officer-sentenced-federal-civil-rights-offenses-sexually,2024-04-16
Owner of Former D.C.-Area Tax Preparation Business Sentenced for Tax Scheme,"An Indiana woman was sentenced to 21 months in prison for conspiring to file false tax returns, wire fraud and tax evasion.",https://www.justice.gov//opa/pr/owner-former-dc-area-tax-preparation-business-sentenced-tax-scheme,2024-04-16
Justice Department Secures Agreement to Resolve Claims of Immigration-Related Discrimination at Washington University School of Medicine in St. Louis,"The Justice Department announced today that it secured a settlement agreement with The Washington University, a private university headquartered in St. Louis. The agreement resolves the department’s determination that its medical school, known as Washington University School of Medicine in St. Louis (WashU School of Medicine), violated the Immigration and Nationality Act (INA) by discriminating against a worker based on his citizenship status and then retaliating against him for complaining about the discrimination.",https://www.justice.gov//opa/pr/justice-department-secures-agreement-resolve-claims-immigration-related-discrimination,2024-04-16
Canadian Man Sentenced for Operating $175M Psychic Mass-Mailing Fraud Scheme,A Canadian man was sentenced to 10 years in prison today in the Eastern District of New York for perpetrating a massive psychic mass-mailing fraud scheme that stole more than $175 million from more than 1.3 million victims in the United States.,https://www.justice.gov//opa/pr/canadian-man-sentenced-operating-175m-psychic-mass-mailing-fraud-scheme,2024-04-15
Man Charged for Over $70M Medicare Fraud Scheme,An indictment was unsealed in Tampa last week charging a Mississippi man for his alleged role in an over $70 million fraud scheme involving the payment of kickbacks and bribes to obtain doctors’ orders for medically unnecessary durable medical equipment (DME).,https://www.justice.gov//opa/pr/man-charged-over-70m-medicare-fraud-scheme,2024-04-15
"Former Marine Sentenced for Molotov Cocktail Attack Against Planned Parenthood Clinic in Orange County, California",,https://www.justice.gov//opa/pr/former-marine-sentenced-molotov-cocktail-attack-against-planned-parenthood-clinic-orange,2024-04-15
Readout of Assistant Attorney General Kristen Clarke’s Trip to Los Angeles,Assistant Attorney General Kristen Clarke of the Justice Department’s Civil Rights Division traveled to Los Angeles on April 11 and 12 to continue the division’s tour to engage with stakeholders in underserved communities and reaffirm the department’s commitment to protecting the civil rights of all Americans.,https://www.justice.gov//opa/pr/readout-assistant-attorney-general-kristen-clarkes-trip-los-angeles,2024-04-15
"Former North Korean Official Indicted on Sanctions Evasion, Conspiracy to Commit Bank Fraud, and Money Laundering Charges","An indictment was unsealed today charging a former North Korean official serving in Thailand, Myong Ho Ri, with conspiracy to violate U.S. economic sanctions bank fraud, and international money laundering.",https://www.justice.gov//opa/pr/former-north-korean-official-indicted-sanctions-evasion-conspiracy-commit-bank-fraud-and,2024-04-15
Pennsylvania Man Sentenced to Prison for Torture and Illegally Exporting Weapons Parts and Related Services to Iraq,A Pennsylvania man was sentenced today to 70 years in prison for torturing an Estonian citizen in 2015 in the Kurdistan region of Iraq and for the illegal export of weapons parts and related services.,https://www.justice.gov//opa/pr/pennsylvania-man-sentenced-prison-torture-and-illegally-exporting-weapons-parts-and-related,2024-04-15
Delaware Woman Arrested for International Sextortion and Money Laundering Scheme,"A Delaware woman was arrested today in Delaware on criminal charges related to her role in an international sextortion scheme that targeted thousands of victims throughout the United States, Canada, and the United Kingdom.",https://www.justice.gov//opa/pr/delaware-woman-arrested-international-sextortion-and-money-laundering-scheme,2024-04-12
Illinois Man Pleads Guilty to Preparing False Tax Returns,An Illinois man pleaded guilty to preparing false income tax returns for clients.,https://www.justice.gov//opa/pr/illinois-man-pleads-guilty-preparing-false-tax-returns,2024-04-12
Justice Department’s Procurement Collusion Strike Force Announces Four New National Law Enforcement Partners,"The Justice Department announced today that the Procurement Collusion Strike Force (PCSF) is adding four new national partners for a total of 38 agencies and offices committed to deterring, detecting, investigating and prosecuting antitrust crimes and related schemes that target government procurement, grants and program funding at all levels of government.",https://www.justice.gov//opa/pr/justice-departments-procurement-collusion-strike-force-announces-four-new-national-law,2024-04-12
Florida Woman Arrested for Filing False Tax Refund Claims,A Florida woman was arrested on an indictment returned by a federal grand jury in Miami that charged her with filing false tax returns.,https://www.justice.gov//opa/pr/florida-woman-arrested-filing-false-tax-refund-claims,2024-04-12
Colorado Man Pleads Guilty to Participating in Global Prize Notice Fraud Scheme,"A Colorado man pleaded guilty today for engaging in a prize notice fraud scheme that defrauded thousands of consumers across the United States and abroad. John Kyle Muller, 58, of Boulder, pleaded guilty to conspiracy to commit mail and wire fraud.",https://www.justice.gov//opa/pr/colorado-man-pleads-guilty-participating-global-prize-notice-fraud-scheme,2024-04-12
Biotech CEO Sentenced for $28M COVID-19 Securities Fraud Scheme and Obstruction of Related Investigation,The CEO of a California biotechnology company was sentenced today to seven years in prison for a securities fraud scheme that resulted in approximately $28 million in investor losses and obstruction of a related U.S. Securities and Exchange Commission (SEC) investigation.,https://www.justice.gov//opa/pr/biotech-ceo-sentenced-28m-covid-19-securities-fraud-scheme-and-obstruction-related,2024-04-12
Former U.S. Ambassador and National Security Council Official Admits to Secretly Acting as Agent of the Cuban Government and Receives 15-Year Sentence,"Victor Manuel Rocha, 73, of Miami, Florida, a former U.S. Department of State employee who served on the National Security Council from 1994 to 1995 and as U.S. Ambassador to Bolivia from 2000 to 2002, pleaded guilty today to secretly acting for decades as an agent of the government of the Republic of Cuba.",https://www.justice.gov//opa/pr/former-us-ambassador-and-national-security-council-official-admits-secretly-acting-agent,2024-04-12
Dallas Anesthesiologist Convicted of Tampering with IV Bags Linked to Cardiac Emergencies During Routine Surgeries,"A Dallas anesthesiologist was convicted today for injecting dangerous drugs into patient IV bags, leading to one death and numerous cardiac emergencies, the Justice Department announced.",https://www.justice.gov//opa/pr/dallas-anesthesiologist-convicted-tampering-iv-bags-linked-cardiac-emergencies-during,2024-04-12
Two Doctors Sentenced for $4M Fraudulent Urine Drug Testing Scheme,"The owner and the medical director of a Kentucky pain clinic were sentenced yesterday for their respective roles in a scheme that defrauded Medicare, Medicaid, and commercial insurance companies of over $4 million for medically unnecessary urine drug testing.",https://www.justice.gov//opa/pr/two-doctors-sentenced-4m-fraudulent-urine-drug-testing-scheme,2024-04-12
